프로빈스 번호	인게임 코드	한국어 명칭	영문 명칭	RGB	백작령	백작령코드명	백작령 색상	공작령	공작령코드명	공작령 색상	왕국령	왕국령코드명	왕국령 색상	제국령	제국령코드명	제국령 색상	문화	종교	홀딩	지형	특이사항	end
1748	b_1748																					end
1749	b_1749																					end
1750	b_1750																					end
1751	b_1751																					end
1752	b_1752																					end
1753	b_1753																					end
1754	b_1754																					end
1755	b_1755																					end
1756	b_1756																					end
1757	b_1757																					end
1758	b_1758																					end
1759	b_1759																					end
1760	b_1760																					end
1761	b_1761																					end
1762	b_1762																					end
1763	b_1763																					end
1764	b_1764																					end
1765	b_1765																					end
1766	b_1766																					end
1767	b_1767																					end
1768	b_1768																					end
1769	b_1769																					end
1770	b_1770																					end
1771	b_1771																					end
1772	b_1772																					end
1773	b_1773																					end
1774	b_1774																					end
1775	b_1775																					end
1776	b_1776																					end
1777	b_1777																					end
1778	b_1778																					end
1779	b_1779																					end
1780	b_1780																					end
1781	b_1781																					end
1782	b_1782																					end
1783	b_1783																					end
1784	b_1784																					end
1785	b_1785																					end
1786	b_1786																					end
1787	b_1787																					end
1788	b_1788																					end
1789	b_1789																					end
1790	b_1790																					end
1791	b_1791																					end
1792	b_1792																					end
1793	b_1793																					end
1794	b_1794																					end
1795	b_1795																					end
1796	b_1796																					end
1797	b_1797																					end
1798	b_1798																					end
1799	b_1799																					end
1800	b_1800																					end
1801	b_1801																					end
1802	b_1802																					end
1803	b_1803																					end
1804	b_1804																					end
1805	b_1805																					end
1806	b_1806																					end
1807	b_1807																					end
1808	b_1808																					end
1809	b_1809																					end
1810	b_1810																					end
1811	b_1811																					end
1812	b_1812																					end
1813	b_1813																					end
1814	b_1814																					end
1815	b_1815																					end
1816	b_1816																					end
1817	b_1817																					end
1818	b_1818																					end
1819	b_1819																					end
1820	b_1820																					end
1821	b_1821																					end
1822	b_1822																					end
1823	b_1823																					end
1824	b_1824																					end
1825	b_1825																					end
1826	b_1826																					end
1827	b_1827																					end
1828	b_1828																					end
1829	b_1829																					end
1830	b_1830																					end
1831	b_1831																					end
1832	b_1832																					end
1833	b_1833																					end
1834	b_1834																					end
1835	b_1835																					end
1836	b_1836																					end
1837	b_1837																					end
1838	b_1838																					end
1839	b_1839																					end
1840	b_1840																					end
1841	b_1841																					end
1842	b_1842																					end
1843	b_1843																					end
1844	b_1844																					end
1845	b_1845																					end
1846	b_1846																					end
1847	b_1847																					end
1848	b_1848																					end
1849	b_1849																					end
1850	b_1850																					end
1851	b_1851																					end
1852	b_1852																					end
1853	b_1853																					end
1854	b_1854																					end
1855	b_1855																					end
1856	b_1856																					end
1857	b_1857																					end
1858	b_1858																					end
1859	b_1859																					end
1860	b_1860																					end
1861	b_1861																					end
1862	b_1862																					end
1863	b_1863																					end
1864	b_1864																					end
1865	b_1865																					end
1866	b_1866																					end
1867	b_1867																					end
1868	b_1868																					end
1869	b_1869																					end
1870	b_1870																					end
1871	b_1871																					end
1872	b_1872																					end
1873	b_1873																					end
1874	b_1874																					end
1875	b_1875																					end
1876	b_1876																					end
1877	b_1877																					end
1878	b_1878																					end
1879	b_1879																					end
1880	b_1880																					end
1881	b_1881																					end
1882	b_1882																					end
1883	b_1883																					end
1884	b_1884																					end
1885	b_1885																					end
1886	b_1886																					end
1887	b_1887																					end
1888	b_1888																					end
1889	b_1889																					end
1890	b_1890																					end
1891	b_1891																					end
1892	b_1892																					end
1893	b_1893																					end
1894	b_1894																					end
1895	b_1895																					end
1896	b_1896																					end
1897	b_1897																					end
1898	b_1898																					end
1899	b_1899																					end
1900	b_1900																					end
1901	b_1901																					end
1902	b_1902																					end
1903	b_1903																					end
1904	b_1904																					end
1905	b_1905																					end
1906	b_1906																					end
1907	b_1907																					end
1908	b_1908																					end
1909	b_1909																					end
1910	b_1910																					end
1911	b_1911																					end
1912	b_1912																					end
1913	b_1913																					end
1914	b_1914																					end
1915	b_1915																					end
1916	b_1916																					end
1917	b_1917																					end
1918	b_1918																					end
1919	b_1919																					end
1920	b_1920																					end
1921	b_1921																					end
1922	b_1922																					end
1923	b_1923																					end
1924	b_1924																					end
1925	b_1925																					end
1926	b_1926																					end
1927	b_1927																					end
1928	b_1928																					end
1929	b_1929																					end
1930	b_1930																					end
1931	b_1931																					end
1932	b_1932																					end
1933	b_1933																					end
1934	b_1934																					end
1935	b_1935																					end
1936	b_1936																					end
1937	b_1937																					end
1938	b_1938																					end
1939	b_1939																					end
1940	b_1940																					end
1941	b_1941																					end
1942	b_1942																					end
1943	b_1943																					end
1944	b_1944																					end
1945	b_1945																					end
1946	b_1946																					end
1947	b_1947																					end
1948	b_1948																					end
1949	b_1949																					end
1950	b_1950																					end
1951	b_1951																					end
1952	b_1952																					end
1953	b_1953																					end
1954	b_1954																					end
1955	b_1955																					end
1956	b_1956																					end
1957	b_1957																					end
1958	b_1958																					end
1959	b_1959																					end
1960	b_1960																					end
1961	b_1961																					end
1962	b_1962																					end
1963	b_1963																					end
1964	b_1964																					end
1965	b_1965																					end
1966	b_1966																					end
1967	b_1967																					end
1968	b_1968																					end
1969	b_1969																					end
1970	b_1970																					end
1971	b_1971																					end
1972	b_1972																					end
1973	b_1973																					end
1974	b_1974																					end
1975	b_1975																					end
1976	b_1976																					end
1977	b_1977																					end
1978	b_1978																					end
1979	b_1979																					end
1980	b_1980																					end
1981	b_1981																					end
1982	b_1982																					end
1983	b_1983																					end
1984	b_1984																					end
1985	b_1985																					end
1986	b_1986																					end
1987	b_1987																					end
1988	b_1988																					end
1989	b_1989																					end
1990	b_1990																					end
1991	b_1991																					end
1992	b_1992																					end
1993	b_1993																					end
1994	b_1994																					end
1995	b_1995																					end
1996	b_1996																					end
1997	b_1997																					end
1998	b_1998																					end
1999	b_1999																					end
2000	b_2000																					end
2001	b_2001																					end
2002	b_2002																					end
2003	b_2003																					end
2004	b_2004																					end
2005	b_2005																					end
2006	b_2006																					end
2007	b_2007																					end
2008	b_2008																					end
2009	b_2009																					end
2010	b_2010																					end
2011	b_2011																					end
2012	b_2012																					end
2013	b_2013																					end
2014	b_2014																					end
2015	b_2015																					end
2016	b_2016																					end
2017	b_2017																					end
2018	b_2018																					end
2019	b_2019																					end
2020	b_2020																					end
2021	b_2021																					end
2022	b_2022																					end
2023	b_2023																					end
2024	b_2024																					end
2025	b_2025																					end
2026	b_2026																					end
2027	b_2027																					end
2028	b_2028																					end
2029	b_2029																					end
2030	b_2030																					end
2031	b_2031																					end
2032	b_2032																					end
2033	b_2033																					end
2034	b_2034																					end
2035	b_2035																					end
2036	b_2036																					end
2037	b_2037																					end
2038	b_2038																					end
2039	b_2039																					end
2040	b_2040																					end
2041	b_2041																					end
2042	b_2042																					end
2043	b_2043																					end
2044	b_2044																					end
2045	b_2045																					end
2046	b_2046																					end
2047	b_2047																					end
2048	b_2048																					end
2049	b_2049																					end
2050	b_2050																					end
2051	b_2051																					end
2052	b_2052																					end
2053	b_2053																					end
2054	b_2054																					end
2055	b_2055																					end
2056	b_2056																					end
2057	b_2057																					end
2058	b_2058																					end
2059	b_2059																					end
2060	b_2060																					end
2061	b_2061																					end
2062	b_2062																					end
2063	b_2063																					end
2064	b_2064																					end
2065	b_2065																					end
2066	b_2066																					end
2067	b_2067																					end
2068	b_2068																					end
2069	b_2069																					end
2070	b_2070																					end
2071	b_2071																					end
2072	b_2072																					end
2073	b_2073																					end
2074	b_2074																					end
2075	b_2075																					end
2076	b_2076																					end
2077	b_2077																					end
2078	b_2078																					end
2079	b_2079																					end
2080	b_2080																					end
2081	b_2081																					end
2082	b_2082																					end
2083	b_2083																					end
2084	b_2084																					end
2085	b_2085																					end
2086	b_2086																					end
2087	b_2087																					end
2088	b_2088																					end
2089	b_2089																					end
2090	b_2090																					end
2091	b_2091																					end
2092	b_2092																					end
2093	b_2093																					end
2094	b_2094																					end
2095	b_2095																					end
2096	b_2096																					end
2097	b_2097																					end
2098	b_2098																					end
2099	b_2099																					end
2100	b_2100																					end
2101	b_2101																					end
2102	b_2102																					end
2103	b_2103																					end
2104	b_2104																					end
2105	b_2105																					end
2106	b_2106																					end
2107	b_2107																					end
2108	b_2108																					end
2109	b_2109																					end
2110	b_2110																					end
2111	b_2111																					end
2112	b_2112																					end
2113	b_2113																					end
2114	b_2114																					end
2115	b_2115																					end
2116	b_2116																					end
2117	b_2117																					end
2118	b_2118																					end
2119	b_2119																					end
2120	b_2120																					end
2121	b_2121																					end
2122	b_2122																					end
2123	b_2123																					end
2124	b_2124																					end
2125	b_2125																					end
2126	b_2126																					end
2127	b_2127																					end
2128	b_2128																					end
2129	b_2129																					end
2130	b_2130																					end
2131	b_2131																					end
2132	b_2132																					end
2133	b_2133																					end
2134	b_2134																					end
2135	b_2135																					end
2136	b_2136																					end
2137	b_2137																					end
2138	b_2138																					end
2139	b_2139																					end
2140	b_2140																					end
2141	b_2141																					end
2142	b_2142																					end
2143	b_2143																					end
2144	b_2144																					end
2145	b_2145																					end
2146	b_2146																					end
2147	b_2147																					end
2148	b_2148																					end
2149	b_2149																					end
2150	b_2150																					end
2151	b_2151																					end
2152	b_2152																					end
2153	b_2153																					end
2154	b_2154																					end
2155	b_2155																					end
2156	b_2156																					end
2157	b_2157																					end
2158	b_2158																					end
2159	b_2159																					end
2160	b_2160																					end
2161	b_2161																					end
2162	b_2162																					end
2163	b_2163																					end
2164	b_2164																					end
2165	b_2165																					end
2166	b_2166																					end
2167	b_2167																					end
2168	b_2168																					end
2169	b_2169																					end
2170	b_2170																					end
2171	b_2171																					end
2172	b_2172																					end
2173	b_2173																					end
2174	b_2174																					end
